timestamp,gpu_util_%,vram_used_mb,vram_total_mb,gpu_temp_c,power_w
19:33:52,100,3875,4096,62,47.89
19:34:02,100,3875,4096,60,42.47
19:34:12,100,3875,4096,60,48.09
19:34:22,100,3875,4096,61,44.10
19:34:32,95,3875,4096,59,43.48
19:34:42,100,3875,4096,61,44.93
19:34:52,99,3875,4096,61,46.47
19:35:03,77,2489,4096,62,65.23
19:35:13,99,3871,4096,62,48.09
19:35:23,100,3871,4096,60,46.85
19:35:33,100,3871,4096,59,43.07
19:35:43,100,3871,4096,59,41.90
19:35:53,100,3871,4096,60,48.14
19:36:03,100,3871,4096,62,49.38
19:36:13,99,3871,4096,61,47.78
19:36:23,100,3871,4096,59,42.61
19:36:33,80,3883,4096,60,46.51
19:36:43,91,3885,4096,59,41.49
19:36:53,100,3885,4096,59,40.31
19:37:03,87,3885,4096,59,41.02
19:37:13,91,3885,4096,59,40.37
19:37:24,100,3885,4096,61,45.13
19:37:34,100,3885,4096,60,43.22
19:37:44,99,3885,4096,60,45.12
19:37:54,100,3885,4096,59,44.31
19:38:04,100,2437,4096,61,48.26
19:38:14,100,3862,4096,59,43.92
19:38:24,100,3855,4096,59,43.71
19:38:34,100,3855,4096,59,41.66
19:38:44,100,3855,4096,60,42.24
19:38:54,100,3855,4096,59,41.98
19:39:04,100,3855,4096,59,42.88
19:39:14,87,3855,4096,58,40.69
19:39:25,100,3855,4096,60,43.63
19:39:35,100,3855,4096,60,44.03
19:39:45,100,3903,4096,59,43.98
19:39:55,91,3903,4096,60,46.44
19:40:05,100,3903,4096,61,47.30
19:40:15,99,3903,4096,61,48.46
19:40:25,100,3903,4096,59,42.99
19:40:35,100,3903,4096,60,47.38
19:40:45,100,3903,4096,60,48.61
19:40:56,99,3903,4096,61,47.02
19:41:06,94,3879,4096,58,25.53
19:41:16,82,3879,4096,59,42.15
19:41:26,99,3879,4096,60,45.56
19:41:36,83,3879,4096,59,42.08
19:41:46,100,3879,4096,59,41.92
19:41:56,100,3879,4096,59,42.56
19:42:06,100,3879,4096,59,42.89
19:42:16,99,3879,4096,60,44.67
19:42:26,100,3879,4096,60,42.62
19:42:36,62,2529,4096,60,62.13
19:42:46,100,3851,4096,59,42.14
19:42:56,100,3851,4096,59,43.26
19:43:07,76,3851,4096,59,43.33
19:43:17,100,3851,4096,59,42.24
19:43:27,98,3851,4096,59,44.04
19:43:37,100,3851,4096,60,44.16
19:43:47,99,3851,4096,59,42.85
19:43:57,99,3851,4096,60,44.56
19:44:07,3,2540,4096,57,45.04
19:44:17,100,3853,4096,59,43.58
19:44:27,100,3853,4096,60,48.34
19:44:37,100,3853,4096,59,42.70
19:44:47,100,3853,4096,61,47.40
19:44:58,100,3853,4096,60,43.87
19:45:08,83,3853,4096,59,44.77
19:45:18,99,3853,4096,60,48.42
19:45:28,100,2297,4096,60,40.99
19:45:38,100,3881,4096,58,40.02
19:45:48,100,3881,4096,60,39.58
19:45:58,100,3881,4096,59,39.24
19:46:08,100,3881,4096,58,39.06
19:46:18,100,3881,4096,58,39.12
19:46:28,100,3881,4096,58,40.30
19:46:38,83,3881,4096,58,39.05
19:46:49,100,3881,4096,57,39.89
19:46:59,83,3881,4096,57,39.16
19:47:09,100,3881,4096,59,40.42
19:47:19,100,2657,4096,58,40.93
19:47:29,95,3885,4096,58,42.52
19:47:39,100,3887,4096,58,42.77
19:47:49,81,3887,4096,58,42.34
19:47:59,100,3887,4096,58,42.30
19:48:09,75,3887,4096,60,45.08
19:48:19,100,3887,4096,59,44.92
19:48:29,74,3887,4096,58,42.45
19:48:39,100,3887,4096,60,46.38
19:48:49,78,2427,4096,60,61.82
19:49:00,100,3905,4096,60,46.48
19:49:10,99,3905,4096,60,46.70
19:49:20,99,3905,4096,60,48.17
19:49:30,100,3905,4096,61,47.47
19:49:40,100,3905,4096,61,47.17
19:49:50,75,3905,4096,61,46.02
19:50:00,99,3905,4096,60,47.07
19:50:10,100,2141,4096,61,42.26
19:50:20,100,3875,4096,60,42.05
19:50:30,100,3875,4096,59,43.86
19:50:40,100,3875,4096,61,42.23
19:50:50,100,3875,4096,60,43.88
19:51:00,100,3875,4096,60,42.24
19:51:10,100,3875,4096,60,42.25
19:51:20,100,3875,4096,60,44.08
19:51:31,100,3875,4096,59,42.38
19:51:41,100,3875,4096,59,42.90
19:51:51,100,3881,4096,59,44.77
19:52:01,90,3881,4096,60,46.88
19:52:11,100,3881,4096,60,44.92
19:52:21,100,3881,4096,60,46.88
19:52:31,100,3881,4096,60,46.95
19:52:41,99,3881,4096,61,47.75
19:52:51,86,3883,4096,60,44.92
19:53:01,57,2229,4096,61,47.21
19:53:11,98,3867,4096,60,44.17
19:53:21,100,3867,4096,60,43.47
19:53:31,100,3867,4096,60,43.50
19:53:42,100,3867,4096,60,47.33
19:53:52,100,3867,4096,59,42.84
19:54:02,99,3867,4096,61,45.83
19:54:12,85,3867,4096,59,43.91
